
512

35	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	34	36	33	37	32	38	31	39	30	40	29	41	28	42	27	43	26	44	25	45	24	46	23	47	22	48	21	49	20	50	19	51	18	52	35	
34	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	18	50	33	35	32	36	31	37	30	38	29	39	28	40	27	41	26	42	25	43	24	44	23	45	22	46	21	47	20	48	19	49	34	
36	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	35	37	34	38	33	39	32	40	31	41	30	42	29	43	28	44	27	45	26	46	25	47	24	48	23	49	22	50	21	51	20	52	19	53	36	
33	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	17	49	32	34	31	35	30	36	29	37	28	38	27	39	26	40	25	41	24	42	23	43	22	44	21	45	20	46	19	47	18	48	33	
37	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	33	41	32	42	31	43	30	44	29	45	28	46	27	47	26	48	25	49	24	50	23	51	22	52	21	53	20	54	19	55	36	38	35	39	34	40	37	
32	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	31	33	30	34	29	35	28	36	27	37	26	38	25	39	24	40	23	41	22	42	21	43	20	44	19	45	18	46	17	47	32	
38	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	34	42	33	43	32	44	31	45	30	46	29	47	28	48	27	49	26	50	25	51	24	52	23	53	22	54	21	55	20	56	37	39	36	40	35	41	38	
31	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	30	32	29	33	28	34	27	35	26	36	25	37	24	38	23	39	22	40	21	41	20	42	19	43	18	44	17	45	16	46	31	
39	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	30	48	29	49	28	50	27	51	26	52	25	53	24	54	23	55	22	56	21	57	20	58	38	40	37	41	36	42	35	43	34	44	33	45	32	46	31	47	39	
30	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	26	34	25	35	24	36	23	37	22	38	21	39	20	40	19	41	18	42	17	43	16	44	29	31	28	32	27	33	30	
